ID,Tag,Group
SRR062772,1,SRR062772
SRR062879,1,SRR062879
SRR062723,0,SRR062723
SRR063045,0,SRR063045
SRR062740,0,SRR062740
SRR062837,0,SRR062837
SRR062813,1,SRR062813
SRR062982,1,SRR062982
SRR063030,0,SRR063030
SRR062863,1,SRR062863
SRR062989,0,SRR062989
SRR062868,0,SRR062868
SRR062791,0,SRR062791
SRR062768,0,SRR062768
SRR062748,0,SRR062748
SRR062797,0,SRR062797
SRR062880,1,SRR062880
SRR062942,1,SRR062942
SRR062930,1,SRR062930
SRR062932,1,SRR062932
SRR062921,1,SRR062921
SRR062951,1,SRR062951
SRR062926,1,SRR062926
SRR062978,0,SRR062978
SRR062708,1,SRR062708
SRR062985,1,SRR062985
SRR062800,1,SRR062800
SRR062874,0,SRR062874
SRR062699,1,SRR062699
SRR062712,0,SRR062712
SRR062909,0,SRR062909
SRR063017,1,SRR063017
SRR063052,0,SRR063052
SRR062845,1,SRR062845
SRR063066,0,SRR063066
SRR062949,0,SRR062949
SRR062883,0,SRR062883
SRR062787,0,SRR062787
SRR062893,0,SRR062893
SRR062902,0,SRR062902
SRR062887,0,SRR062887
SRR063013,0,SRR063013
SRR062670,0,SRR062670
SRR063050,0,SRR063050
SRR062684,0,SRR062684
SRR062790,0,SRR062790
SRR062927,0,SRR062927
SRR062997,0,SRR062997
SRR062778,0,SRR062778
SRR062907,0,SRR062907
SRR062798,0,SRR062798
SRR062897,0,SRR062897
SRR062944,0,SRR062944
SRR062751,0,SRR062751
SRR062757,0,SRR062757
SRR063040,0,SRR063040
SRR063060,0,SRR063060
SRR062936,0,SRR062936
SRR063049,0,SRR063049
SRR062966,0,SRR062966
SRR062770,0,SRR062770
SRR062786,0,SRR062786
SRR062918,0,SRR062918
SRR063008,0,SRR063008
SRR062934,0,SRR062934
SRR063059,0,SRR063059
SRR062872,0,SRR062872
SRR062747,0,SRR062747
SRR062904,0,SRR062904
SRR062696,0,SRR062696
SRR062953,0,SRR062953
SRR062701,0,SRR062701
SRR063055,0,SRR063055
SRR062698,0,SRR062698
SRR062687,0,SRR062687
SRR062940,0,SRR062940
SRR062781,0,SRR062781
SRR062703,0,SRR062703
SRR062896,0,SRR062896
SRR062749,0,SRR062749
SRR062867,0,SRR062867
SRR062852,0,SRR062852
SRR062777,0,SRR062777
SRR062675,0,SRR062675
SRR063019,0,SRR063019
SRR062743,0,SRR062743
SRR062865,0,SRR062865
SRR062773,0,SRR062773
SRR063061,0,SRR063061
SRR062713,0,SRR062713
SRR062804,1,SRR062804
SRR062886,1,SRR062886
SRR062980,1,SRR062980
SRR062677,1,SRR062677
SRR062992,0,SRR062992
SRR062913,0,SRR062913
SRR062924,1,SRR062924
SRR062718,1,SRR062718
SRR062995,1,SRR062995
SRR062931,0,SRR062931
SRR062859,1,SRR062859
SRR062962,1,SRR062962
SRR062928,0,SRR062928
SRR062895,1,SRR062895
SRR062905,0,SRR062905
SRR062795,0,SRR062795
SRR062792,0,SRR062792
SRR062771,0,SRR062771
SRR062870,1,SRR062870
SRR062722,1,SRR062722
SRR062925,0,SRR062925
SRR063004,1,SRR063004
SRR062999,0,SRR062999
SRR062785,0,SRR062785
SRR062692,1,SRR062692
SRR062878,0,SRR062878
SRR062688,0,SRR062688
SRR063026,0,SRR063026
SRR062977,0,SRR062977
SRR062869,0,SRR062869
SRR062810,1,SRR062810
SRR062679,0,SRR062679
SRR062759,0,SRR062759
SRR062695,0,SRR062695
SRR062818,0,SRR062818
SRR063039,1,SRR063039
SRR062805,0,SRR062805
SRR062715,0,SRR062715
SRR062851,0,SRR062851
SRR062714,1,SRR062714
SRR062806,0,SRR062806
SRR062783,0,SRR062783
SRR062678,0,SRR062678
SRR062672,0,SRR062672
SRR062955,0,SRR062955
SRR062996,0,SRR062996
SRR062775,1,SRR062775
SRR062788,0,SRR062788
SRR062733,1,SRR062733
SRR062972,0,SRR062972
SRR062808,1,SRR062808
SRR062965,0,SRR062965
SRR063046,0,SRR063046
SRR063062,0,SRR063062
SRR062935,1,SRR062935
SRR063012,0,SRR063012
SRR062888,1,SRR062888
SRR062920,0,SRR062920
SRR062848,1,SRR062848
SRR062915,1,SRR062915
SRR062947,0,SRR062947
SRR062744,0,SRR062744
SRR062685,0,SRR062685
SRR063000,1,SRR063000
SRR063067,0,SRR063067
SRR062857,1,SRR062857
SRR062900,1,SRR062900
SRR063020,1,SRR063020
SRR062943,1,SRR062943
SRR062719,0,SRR062719
SRR062929,0,SRR062929
SRR062815,0,SRR062815
SRR062910,1,SRR062910
SRR062789,0,SRR062789
SRR062938,0,SRR062938
SRR062707,1,SRR062707
SRR062738,0,SRR062738
SRR062742,1,SRR062742
SRR062756,0,SRR062756
SRR062976,0,SRR062976
SRR062764,0,SRR062764
SRR062693,0,SRR062693
SRR062779,1,SRR062779
SRR062986,1,SRR062986
SRR063058,0,SRR063058
SRR062988,1,SRR062988
SRR062948,0,SRR062948
SRR062937,0,SRR062937
SRR062780,1,SRR062780
SRR062676,0,SRR062676
SRR062945,1,SRR062945
SRR063016,0,SRR063016
SRR063018,0,SRR063018
SRR062922,0,SRR062922
SRR062683,0,SRR062683
SRR062690,0,SRR062690
SRR062681,1,SRR062681
SRR062923,0,SRR062923
SRR062882,0,SRR062882
SRR062901,0,SRR062901
SRR062700,1,SRR062700
SRR063003,1,SRR063003
SRR062769,0,SRR062769
SRR062833,0,SRR062833
SRR063029,0,SRR063029
SRR063053,1,SRR063053
SRR062691,0,SRR062691
SRR062711,1,SRR062711
SRR063014,0,SRR063014
SRR062752,0,SRR062752
SRR063051,0,SRR063051
SRR063002,1,SRR063002
SRR062762,0,SRR062762
SRR063041,1,SRR063041
SRR063027,0,SRR063027
SRR062971,0,SRR062971
SRR062844,0,SRR062844
SRR063065,0,SRR063065
SRR062739,1,SRR062739
SRR062850,1,SRR062850
SRR062706,0,SRR062706
SRR062724,0,SRR062724
SRR063056,1,SRR063056
SRR063009,0,SRR063009
SRR062753,0,SRR062753
SRR062689,0,SRR062689
SRR062829,1,SRR062829
SRR062671,0,SRR062671
SRR062956,0,SRR062956
SRR062732,1,SRR062732
SRR062973,1,SRR062973
SRR063043,1,SRR063043
SRR062917,0,SRR062917
SRR062704,0,SRR062704
SRR062726,0,SRR062726
